id,state_code,latitude,longitude,zip_code,city,name,foundation_date,first_funding_date,last_funding_date,first_funding_age,last_funding_age,first_milestone_age,last_milestone_age,connections,funding_rounds,total_funding,milestones,in_CA,in_NY,in_MA,in_TX,in_otherstate,category,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,roundA,roundB,roundC,roundD,avg_group_size,in_Top500,Target
c:5587,WA,47.614422,-122.192337,98004,Bellevue,iConclude,1/1/2005,2/1/2005,4/10/2006,0.0849,1.2712,,,5,3,12500000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.3333,1,acquired
c:38338,CA,37.314002,-121.932365,95128,San Jose,41st Parameter,1/1/2004,5/8/2006,4/11/2012,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,acquired
c:4622,CA,37.748676,-122.415813,94110,San Francisco,Aardvark,7/1/2007,1/1/2007,10/1/2008,-0.4959,1.2548,2.1726,4.6,21,2,6000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,acquired
c:202,VA,38.030823,-78.48158,22902,Charlottesville,Hotelicopter,6/1/2006,11/17/2008,3/31/2011,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,closed
c:15652,VA,39.035298,-77.430125,20166,Dulles,Anystream,1/1/2000,1/1/2000,2/7/2007,0,7.1068,6.0055,10.9041,9,3,59000000,3,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,acquired
c:144825,IL,39.78373,-100.445882,60607,Chicago,CakeStyle,8/1/2011,8/13/2012,8/13/2012,1.0356,1.0356,0,1.0356,2,1,1000000,2,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,closed
c:9772,CA,37.758062,-122.418642,94110,San Francisco,Fluther,1/1/2007,9/21/2009,9/21/2009,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,acquired
c:19101,CT,41.853615,-72.70375,6002,Bloomfield,Pocket Communications Northeast,1/1/2006,11/1/2008,2/20/2009,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,closed
c:1612,CA,34.01052,-118.495981,60401,Santa Monica,Goodreads,1/15/2007,11/1/2007,12/9/2009,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,acquired
c:17620,CA,37.3821368,-121.970505,95054,Santa Clara,Woven Systems,1/1/2003,12/1/2005,9/25/2007,2.9178,4.7342,,,1,2,30000000,0,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.5,1,acquired
c:43873,CA,37.433646,-121.886704,95035-6261,Milpitas,Kolorific,1/1/2003,1/5/2007,1/5/2007,4.0137,4.0137,,,0,1,7000000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,closed
c:3986,CA,37.45604,-122.165399,94025,Menlo Park,Krugle,1/1/2006,5/31/2006,5/31/2006,0.411,0.411,0,2.5342,10,1,6100000,2,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,acquired
c:61592,CA,32.721834,-117.161797,92101,San Diego,Flud,10/1/2010,4/13/2011,9/1/2012,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,closed
c:35236,CA,37.779281,-122.419236,94103,San Francisco,Chomp,9/9/2009,11/1/2009,3/11/2010,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5,1,acquired
c:31968,CA,37.584103,-122.366082,94010,Burlingame,Origen Therapeutics,1/1/1997,10/3/2007,10/3/2007,10.7589,10.7589,,,0,1,2000000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,closed
c:27620,NC,35.76524,-78.731161,27606,Raleigh,Inlet Technologies,1/1/2003,7/26/2005,9/8/2008,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3.6667,1,acquired
c:9816,NY,40.740441,-73.993376,10011,New York,ShopWiki,6/1/2005,7/1/2006,7/1/2006,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,acquired
c:52566,NY,40.750519,-73.993494,10001,New York,Fondu,2/1/2010,11/1/2011,11/1/2011,1.7479,1.7479,1,2.1096,4,1,575000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,acquired
c:49236,MA,42.387597,-71.099497,2143,Somerville,Loudcaster,8/1/2009,8/1/2009,3/1/2010,0,0.5808,0,0,1,2,53000,1,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,closed
c:2234,CA,37.522281,-122.258139,94065,Redwood City,TwoFish,1/1/2006,12/1/2006,10/10/2008,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2.5,1,acquired
c:3505,TX,40.694599,-73.990638,78701,Austin,Workstreamer,10/1/2009,1/1/2009,7/27/2010,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,closed
c:56989,NY,40.729839,-73.991781,10003,New York,Qwiki,10/1/2009,7/10/2010,3/31/2011,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,0,1,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.3333,1,acquired
c:28482,CA,37.54827,-121.988572,94538,Fremont,Redwood Systems,1/1/2008,10/3/2008,5/30/2012,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2.25,1,acquired
c:40324,MA,42.37564,-71.2358,2451,Waltham,Artisan Pharma,1/1/2006,9/6/2006,7/20/2010,0.6795,4.5507,,,2,5,85381111,0,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4.6667,1,acquired
c:1595,MD,39.436844,-76.618704,21093,Timonium,Bill Me Later,1/1/2000,3/1/2006,12/1/2007,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.5,1,acquired
c:31294,PA,40.441694,-79.990086,15213,Pittsburgh,Bueda,1/4/2009,1/1/2008,7/1/2010,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,closed
c:43875,VA,38.958402,-77.357974,20191,Reston,Defywire,1/1/2003,4/26/2005,3/27/2007,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,closed
c:16562,CA,37.554214,-121.977451,94538,Fremont,Silicon Clocks,1/1/2004,6/2/2006,6/8/2009,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.5,1,acquired
c:18075,NY,40.762674,-73.9821315,10019,New York,TheMarkets,1/1/2000,7/12/2007,7/12/2007,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,acquired
c:86120,IL,41.875555,-87.624421,60606,Chicago,Netgamix Inc,9/24/2010,10/15/2011,7/1/2012,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,closed
c:12173,CA,37.55911,-122.303493,95054,Santa Clara,Sentrigo,10/1/2006,5/8/2007,12/21/2010,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,acquired
c:44650,CA,37.440682,-122.123103,94303,Palo Alto,Netli,1/1/2000,2/13/2006,2/13/2006,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,acquired
c:70021,OH,39.099909,-84.504243,45202,Cincinnati,Define My Style,2/1/2010,12/2/2011,12/2/2011,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,closed
c:17660,GA,33.749099,-84.390185,30305,Atlanta,Firethorn,1/1/2001,3/1/2006,1/2/2007,5.1644,6.0055,,,1,3,25131611,0,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,acquired
c:51745,CA,37.404788,-121.940842,95134,San Jose,Wellcore,1/1/2007,7/12/2010,7/12/2010,3.5288,3.5288,,,1,1,2000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,closed
c:25324,MA,42.3634664,-71.0786638,2142,Cambridge,Taligen Therapeutics,1/1/2004,8/1/2005,8/23/2010,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,acquired
c:77,CA,37.551441,-122.291435,94403,San Mateo,Adap.tv,11/1/2006,2/1/2007,3/28/2011,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2.5,1,acquired
c:1895,CA,37.7795182,-122.3902619,94107,San Francisco,Current Media,1/1/2005,7/29/2005,7/29/2005,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,closed
c:16593,CA,37.3166526,-122.05074,95008,Campbell,ParAccel,1/1/2007,12/10/2007,4/25/2012,0.9397,5.3178,,,13,5,74000000,0,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5.3333,1,acquired
c:16289,CA,37.783171,-122.392901,94107-4132,San Francisco,Arch Rock Corporation,1/1/2005,10/1/2005,5/2/2007,0.7479,2.3315,2,2,6,2,15000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,acquired
c:575,NY,37.09024,-95.712891,10014,New York,SpiralFrog,1/1/2004,1/1/2006,12/1/2007,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,closed
c:15562,CA,37.400367,-121.985711,95054,Santa Clara,Plusmo,6/1/2006,5/1/2008,5/1/2008,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,acquired
c:62432,VA,39.001619,-77.403201,20166,Sterling,ZipList,1/1/2010,1/1/2010,11/24/2010,0,0.8959,2,2.6767,9,2,4500000,2,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,acquired
c:8100,CA,37.788653,-122.401333,94105,San Francisco,Involver,1/1/2007,9/2/2008,10/14/2010,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,acquired
c:62262,CA,37.779281,-122.419236,94107,San Francisco,Lionside,1/1/2009,11/19/2010,11/19/2010,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,acquired
c:3686,NY,40.73901,-73.997259,10011,New York,Game Trust,1/1/2002,6/1/2005,11/15/2005,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,acquired
c:82805,CA,37.5484187,-122.3151646,94403,San Mateo,Nearbuy Systems,4/1/2010,7/21/2011,11/23/2012,1.3041,2.6493,0,3.6767,4,3,3282327,2,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,acquired
c:196,CA,37.55818,-122.276454,94404,Foster City,Visible Path,1/1/2002,3/1/2006,3/1/2006,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,acquired
c:28114,GA,33.774486,-84.385448,30308,Atlanta,VT Silicon,1/1/2002,9/12/2007,11/19/2008,5.6986,6.8877,,,2,2,8800000,0,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,closed
c:13277,CA,34.0342337,-118.4536137,90025,Los Angeles,GetBack,9/1/2007,11/6/2008,11/6/2008,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,closed
c:63217,CA,37.835676,-122.263548,94609,Oakland,Slipstream,6/1/2010,8/31/2010,8/31/2010,0.2493,0.2493,0,0.7781,1,1,20000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,closed
c:2534,CA,37.5541073,-121.9756765,94538,Fremont,HipLogic,1/1/2005,2/8/2008,12/2/2009,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.5,1,acquired
c:5264,CA,38.279431,-122.668452,94954,Petaluma,Dilithium Networks,1/1/2001,4/23/2003,6/3/2010,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5.2,1,closed
c:58512,CA,37.7824533,-122.3879489,94107,San Francisco,Yobongo,1/1/2010,3/23/2011,3/23/2011,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,acquired
c:12957,IL,41.8851542,-87.6223183,60601,Chicago,Brickfish,11/1/2005,7/16/2010,7/16/2010,4.7068,4.7068,2.989,6.863,17,1,940261,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,acquired
c:34499,MA,42.360253,-71.058291,2109,Boston,MyEnergy,6/4/2007,2/1/2009,2/3/2011,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,acquired
c:34028,CA,37.36883,-122.03635,94085,Sunnyvale,LikeList,1/1/2008,12/15/2009,12/15/2009,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,closed
c:23335,VA,38.881717,-77.089398,22201,Arlington,Social Collective,4/17/2009,4/18/2009,4/18/2009,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,closed
c:30526,WA,47.60732,-122.335746,98101,Seattle,Pure Networks,1/1/2002,1/11/2006,1/11/2006,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,acquired
c:42519,CO,39.568064,-104.977831,80112,Centennial,Internet Pawn,1/1/2009,5/5/2010,8/27/2013,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,0,0,0,0,1,finance,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,closed
c:48376,IL,41.940611,-87.835972,60631,Chicago,NeuroTherapeutics Pharma,1/1/2006,5/20/2010,12/15/2011,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,closed
c:15693,CA,37.560155,-122.285588,94404,San Mateo,Provade,1/1/2004,1/23/2006,8/11/2010,2.063,6.6137,,,5,4,15180000,0,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,acquired
c:47587,CA,37.404788,-121.940842,95134,San Jose,Infineta Systems,1/1/2008,5/7/2010,6/6/2011,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,closed
c:1669,TX,30.268236,-97.740651,78701,Austin,Challenge Games,1/1/2006,7/10/2008,9/1/2008,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,0,0,0,1,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,1,acquired
c:421,CA,37.758229,-122.439512,94114,San Francisco,Crowd Factory,1/1/2009,1/26/2011,1/26/2011,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,acquired
c:155621,TN,35.149022,-90.051628,38103-4717,Memphis,Friendsignia,1/29/2012,1/29/2012,1/29/2012,0,0,0,0,2,1,15000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,closed
c:40782,NY,40.730646,-73.986614,10013,New York,Vizibility,7/1/2009,3/24/2010,2/6/2013,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,acquired
c:51306,CA,37.5783263,-122.3485679,94010-4031,Burlingame,OpenFeint,1/1/2008,10/21/2010,10/21/2010,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,acquired
c:1088,NY,40.743808,-73.983626,10016,New York,Tumblr,2/1/2007,10/31/2007,1/1/2012,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3.5,1,acquired
c:34522,NY,40.730646,-73.986614,10013,New York,Hotlist,1/1/2008,5/1/2008,1/1/2012,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,closed
c:83692,MA,42.3751,-71.105616,2139,Cambridge,Crashlytics,2/1/2011,10/13/2011,4/10/2012,0.6959,1.189,0.663,2.6247,5,2,6000000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,acquired
c:43831,MN,45.006515,-93.46651,55441,Plymouth,BridgePoint Medical,1/1/2005,1/23/2007,3/25/2011,2.0603,6.2301,,,7,3,28200000,0,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,acquired
c:28428,CA,37.777741,-122.412198,94104,San Francisco,Recurve,8/1/2005,9/23/2008,6/17/2010,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,acquired
c:17974,TX,30.35504,-97.801083,78730,Austin,Conformity,7/1/2007,1/28/2009,1/28/2009,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,closed
c:81475,WA,39.78373,-100.445882,98104,Seattle,Moprise,1/1/2010,7/8/2011,10/7/2011,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,closed
c:76543,CA,37.779281,-122.419236,94108,San Francisco,Plizy,9/1/2010,5/19/2011,12/13/2012,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,closed
c:84161,PA,40.0708709,-75.302716,19428,Conshohocken,ShopRunner,1/1/2010,8/19/2013,8/19/2013,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,acquired
c:810,MA,42.296111,-71.238524,2494,Needham,RatePoint,9/1/2006,1/29/2007,8/20/2010,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,closed
c:16488,CA,33.63776,-117.855989,92660,Newport Beach,Digital Performance,1/1/2002,11/27/2006,2/5/2010,4.9068,8.1014,,,3,3,4476171,0,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,closed
c:11042,TX,30.2729209,-97.7443863,78701,Austin,Gowalla,8/28/2007,2/27/2008,1/28/2010,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,1,acquired
c:17633,CO,40.138979,-105.124465,80501,Longmont,Copan Systems,1/1/2002,3/8/2006,2/17/2009,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.5,1,acquired
c:3187,CA,37.512318,-122.200914,94063,Redwood City,Replay Solutions,1/1/2004,12/5/2006,8/18/2008,2.9288,4.6329,,,13,2,15200000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,acquired
c:164922,NY,40.728425,-73.999882,10012,New York,Turf Geography Club,1/1/2011,8/15/2011,8/2/2012,0.6192,1.5863,,,2,2,890000,0,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,closed
c:81886,CA,37.779281,-122.419236,94108,San Francisco,skyrockit,1/1/2001,7/12/2011,7/12/2011,10.5315,10.5315,,,0,1,2600000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,closed
c:54585,IL,41.800255,-88.149362,60563,Naperville,Cartavi,1/1/2009,11/13/2012,11/13/2012,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,acquired
c:11507,CA,34.147047,-118.148896,91101,Pasadena,Cramster,1/1/2002,9/25/2008,4/14/2010,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,acquired
c:24860,CA,37.317847,-121.948469,95128,San Jose,Certify Data Systems,1/1/2004,8/25/2008,2/15/2012,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,acquired
c:148750,CA,37.779281,-122.419236,94103,San Francisco,Wheelz,1/1/2011,9/28/2011,2/22/2012,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,1,0,0,0,0,automotive,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,acquired
c:45611,MA,42.37564,-71.2358,2451,Waltham,CentrePath,1/1/2000,9/6/2005,4/24/2006,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1,acquired
c:4106,CA,37.8093381,-122.4166061,94111,San Francisco,VoxPop Network Corporation,8/1/2006,5/1/2007,5/1/2009,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,1,acquired
c:17775,CA,37.4384108,-121.9240273,95035,Milpitas,OpVista,1/1/2000,6/22/2006,5/7/2007,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,closed
c:144,CA,37.775196,-122.419204,94105,San Francisco,Metaweb Technologies,1/1/2005,3/1/2006,1/15/2008,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,acquired
c:13046,CA,37.788115,-122.397141,94105,San Francisco,DocVerse,9/1/2007,7/23/2008,7/23/2008,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,acquired
c:40,CA,32.902266,-117.20834,92121,San Diego,Veoh,1/1/2004,7/1/2005,6/3/2008,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,1,1,1,5,1,acquired
c:26460,MA,42.341899,-71.065924,2118,Boston,BzzAgent,1/1/2001,1/1/2004,1/1/2006,3,5.0027,9.6247,10.3945,16,2,14500000,2,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,acquired
c:15887,CA,37.40006,-122.049689,94043,Mountain View,Hammerhead Systems,1/1/2002,1/31/2006,8/1/2007,4.0849,5.5836,,,2,2,48000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1,closed
c:36742,PA,40.418851,-79.904163,15218,Pittsburgh,ThermalTherapeuticSystems,6/1/2006,12/1/2009,11/9/2011,3.5041,5.4438,,,3,2,3508462,0,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,closed
c:3962,CA,37.778613,-122.395289,94404,San Mateo,GuardianEdge Technologies,1/1/2002,6/6/2005,7/23/2007,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,acquired
c:162116,CA,34.019657,-118.487549,90405,Santa Monica,Gradient X,1/1/2012,6/20/2012,6/20/2012,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,acquired
c:55044,IL,41.817807,-88.173402,60555,Warrenville,ezzai - how to arabia,8/1/2010,8/1/2010,8/1/2010,0,0,,,1,1,45000000,0,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,closed
c:7207,NC,35.79181,-78.74123,27607,Raleigh,rPath,4/1/2005,1/24/2006,10/22/2010,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2.75,1,closed
c:863,PA,40.063476,-75.457492,19312,Berwyn,Boomi,3/1/2000,1/1/2002,7/1/2008,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.5,1,acquired
c:16066,CA,37.382376,-122.037607,94086,Sunnyvale,VoloMedia,1/1/2005,4/20/2007,3/18/2008,2.2986,3.211,3.5945,4.5753,4,2,12000000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,closed
